transcript_id;mi_quality;topic;utterance_id;interlocutor_new;utterance_text_gemini;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;1;Client;Um, I really want to start working out again. Definitely wanna get back in it, have a routine, and just be healthy.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;2;Therapist;Okay, and-and why would you want to make this change?;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;3;Client;Um, I'm sick of feeling the way I do. I feel kinda sluggish. Especially with the winter coming, I think I want to have more energy.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;4;Therapist;Mm-hmm.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;5;Client;Um, I don't like the way my clothes fit or don't fit me.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;6;Therapist;Mm-hmm.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;7;Client;Just, I don't feel comfortable.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;8;Therapist;Yeah. So, you're not feeling comfortable with the way that, you said, your clothes fit.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;9;Client;Mm-hmm.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;10;Therapist;What are some of the reasons why, um, it would be good for you to kinda make this change?;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;11;Client;Um, I know exercise is-- in the past, has always made me feel good. I felt good about myself, and just in general, exercise, I know, makes me feel good. I want to be a good example for my kids. I want them to feel like that's a part of life-;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;12;Therapist;Mm-hmm.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;13;Client;-exercising. So, I want-- I really just want to go get back in a routine.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;14;Therapist;So, to heal-- feel healthy for yourself as well be a good role model for your kids?;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;15;Client;Yeah.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;16;Therapist;So, if you did decide to get exercising more into your daily routine, how would you go about doing it?;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;17;Client;Um, I don't know. I'd probably have to sit down maybe with my husband and try to figure out a good time for me to be able to do that, where he'd be home with the kids and I'd be going to do that, whether it's morning-time, evening, maybe the weekends.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;18;Therapist;Mm-hmm.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;19;Client;Just to find the time to be able to do it, or what works in our schedule.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;20;Therapist;So, it's that balance of doing something for yourself, but it sounds like you don't want that schedule to affect too much into your family routine.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;21;Client;Right, yeah.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;22;Therapist;So, on a scale from 1 to 10, 1 being not important and 10 being very important, where would you rate yourself on how important it is to start exercising more?;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;23;Client;Mm, I would like to say a seven or an eight, that that's how important it is to me.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;24;Therapist;Okay, and how come not at like a five or a six?;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;25;Client;Because I'm really sick of being overweight.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;26;Therapist;Mm-hmm.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;27;Client;Not ha-- I just don't like being unhealthy. It doesn't make me feel good, so I'm motivated to change, it's just getting there.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;28;Therapist;So, to summarize, it's important for you to do this. You're starting to feel sluggish, you're not feeling healthy, and you know that you've got other people in your family watching you, and you want to be a good role model for them to know that this is gonna be just a part of your life, is your exercise. Yet for you, you're struggling just a little with the logistics of when to schedule time for you so it doesn't interfere too much with your family.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;29;Client;Exactly, yeah.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;30;Therapist;So, knowing this, what do you think you'll do next?;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;31;Client;Mm, I'll probably, I don't know, find-- Now, while it's still somewhat okay outside, maybe pick days I'm gonna go for walks or runs, um, maybe look for a gym close to the house so that I know I can go there quickly or maybe that has daycare, um, yeah, maybe I'll just start to look for that, and find ways I can do it first.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;32;Therapist;That's great. It sounds like you've got some options and leads on how- on how to get that done.;;;;;;;;;;;;;;;;;;;;;;;;
25;high;diet and weight loss management;33;Client;Yeah.;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;0;Therapist;Hi [Client Name], thanks for meeting with me today.  I understand you're feeling frustrated about losing your phone call privileges. Can you tell me more about what's been happening?;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;1;Client;Yeah, it's ridiculous. I just want to call my mom, that's all.;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;2;Therapist;I can understand wanting to talk to your mom. It sounds like that connection is really important to you.  So, if I understand correctly, you've lost your call privileges recently.  What led to that?;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;3;Client;Some officer is on a power trip or something.  He said something about my bed and my 'attitude'.  It's petty. I just want to talk to my mom.;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;4;Therapist;It sounds like you feel the reasons given weren't justified, and it's definitely frustrating when you feel something important is taken away unfairly.  Help me understand – how has not being able to call your mom been impacting you?;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;5;Client;It's just… I talk to her almost every other night.  Now, nothing.  It's been a week.  It's hard.  My dad's birthday is tomorrow, and I really wanted to talk to her about it.;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;6;Therapist;That makes perfect sense.  Your dad's birthday is a big deal, and it's natural to want to share that with your mom.  It sounds like this isn't just about any phone call, but specifically connecting with her, especially given the upcoming birthday. Is that right?;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;7;Client;Exactly.  I just wanted to wish my dad a happy birthday with her.;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;8;Therapist;So, it’s not just the call itself, but the connection with your mom, especially with your dad's birthday tomorrow, that's really weighing on you. It sounds like this is more than just a minor inconvenience.;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;9;Client;Yeah, exactly.;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;10;Therapist;I've also heard that, up until recently, you've been doing really well here – consistently following the rules and being respectful.  This recent situation seems out of character.  It makes me wonder if there might be something else going on, perhaps related to your upcoming release in three weeks.  Sometimes, big transitions can bring up unexpected feelings. Could that be part of it?;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;11;Client;Maybe… I mean, yeah, I'm excited to get out, but also… it's a lot to think about.;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;12;Therapist;Absolutely.  Getting ready to leave can bring a mix of excitement and maybe some anxiety about what's next.  It's completely understandable to feel overwhelmed by that.  It sounds like you're dealing with a lot right now – the frustration of losing your call privileges, the importance of your dad’s birthday, and the anticipation of your release.  Is there anything you’d like to explore further about any of this?;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;13;Client;I just want to call my mom.;;;;;;;;;;;;;;;;;;;;;;;;
26;high;compliance with rules;14;Therapist;I understand.  Let's talk about that.  What are some possible ways we could work towards getting you back on track with your phone calls, especially with your dad’s birthday being so soon?;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;0;Therapist;Hi Sal, thanks for coming in. I understand your asthma has been really difficult lately, and we need to find some ways to manage it so you can stay healthy and avoid future hospital visits. Can you tell me more about what's been going on?;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;1;Client;Yeah, I definitely don't want to be back here. But the doctor said Oscar, my dog, might be connected to my asthma. It's ridiculous, I've had him for 12 years and he's never been a problem before.;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;2;Therapist;I hear your surprise. It's understandable to feel that way when something you've had for so long suddenly becomes a concern. You've probably seen some of the information we provide about managing asthma, and how pets can sometimes play a role.  What are your thoughts on that information?;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;3;Client;Yeah, I've seen it. I even read it.  Honestly, all I've been focusing on is taking the medicine. I haven't really looked into all the other stuff.;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;4;Therapist;Thanks for being honest about that. I appreciate you sharing that with me. It sounds like you've been primarily focused on the medication, which is important, but there might be other pieces to the puzzle we haven't explored yet.  Tell me more about what you understand about the connection between pets and asthma.;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;5;Client;Well, I don't really get it. I've had Oscar for 12 years. Why is it a problem now?;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;6;Therapist;That's a valid question.  It's not uncommon for things to change over time, even with long-term companions like Oscar. Sometimes sensitivities can develop, or existing ones can worsen.  What has your experience been with your asthma over the past year or so?;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;7;Client;It's definitely been getting worse.  I've had to use my inhaler more, and the attacks have been pretty scary.;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;8;Therapist;That sounds really tough, Sal.  It’s concerning that your asthma has been worsening, especially with those recent attacks.  I also know you have a young baby, John Carlo, and that you're very committed to his well-being. How does your asthma impact your ability to be the kind of parent you want to be?;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;9;Client;It's hard. Sometimes I'm so short of breath I can't even play with him.  That's why I want to get this under control.;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;10;Therapist;It sounds like being able to be fully present for John Carlo is a big motivator for you.  So, thinking about that, and also considering your own health and the increasing severity of your asthma, what are your thoughts about exploring all the potential factors that could be contributing to it, including the possibility of Oscar playing a role?;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;11;Client;I guess… I just really love that dog. He's part of the family.;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;12;Therapist;I understand.  It's clear how much Oscar means to you. It's a big decision, and it's okay to feel conflicted about it.  Let's explore this a little more.  What are some of the things you've considered regarding Oscar and your asthma?;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;13;Client;I don't know… I guess I could try more cleaning, maybe get an air purifier?;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;14;Therapist;Those are some good ideas.  Sometimes those strategies can make a difference.  We can definitely talk about some options and resources for managing pet-related allergies.  In the meantime, given how severe your asthma attacks have been, it’s also important to consider all the options, even the difficult ones, to ensure your health and well-being. Would you be open to discussing some of those other options as well?;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;15;Client;I… I don't know.  It's just hard to think about.;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;16;Therapist;Of course it's hard. It's a significant decision.  No one is asking you to make any decisions right now.  Let's just talk openly about the possibilities, the pros and cons, and explore all the information so you can make the best choice for yourself and your family.  Would that be okay?;;;;;;;;;;;;;;;;;;;;;;;;
27;low;asthma management;17;Client;Okay.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;0;Therapist;Hi Carrie, thanks for coming in today.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;1;Client;Thank you.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;2;Therapist;What brings you in?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;3;Client;Well, I'm having an ongoing problem with smoking and trying to quit.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;4;Therapist;So, you'd like to give up cigarettes?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;5;Client;Oh, I've been wanting to for a long time, for years.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;6;Therapist;So, at this point in your life, why is it so important to quit?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;7;Client;Well, I have a 15-year-old daughter, and she's very much against it. And there are health issues. I'm not getting any younger, and I have asthma and chronic bronchitis, and emphysema. I have a hard time breathing when I exercise, and it's socially unacceptable.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;8;Therapist;It's like being a leper in a non-leper colony these days.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;9;Client;Exactly.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;10;Therapist;So, it's really important for you to be a good role model for your daughter, especially at this age when she might decide to smoke.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;11;Client;Right. She's been expressing her feelings. She'll walk in and it's embarrassing for her friends, and in turn, it's embarrassing for me.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;12;Therapist;So, you want to make her proud, and this would be an added benefit.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;13;Client;Right.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;14;Therapist;You mentioned several medical problems: asthma, chronic bronchitis, and emphysema. That must be scary.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;15;Client;Thank you.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;16;Therapist;When were you diagnosed with emphysema?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;17;Client;I'm not sure. I remember when my daughter was five, it was humid, and I have trouble breathing in humidity. I was trying to get air at the window, and my daughter was so frightened she called 911. She thought she was going to lose me.  That was ten years ago. I've tried Chantix, unsuccessfully.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;18;Therapist;Tell me about your experience with Chantix.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;19;Client;I don't know if it's my lack of willpower, but I had very bad side effects.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;20;Therapist;What kind of side effects?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;21;Client;Nightmares, nausea, stomach problems, and agitation.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;22;Therapist;Those are pronounced side effects.  I've heard that some people have success, but others experience significant adverse effects like you described.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;23;Client;Right, and it didn't stop me from smoking.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;24;Therapist;How long ago was that?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;25;Client;Two or three years ago. I tried it a couple of times. I'd get a refill, thinking I could try again. I had friends it worked for, and they suggested the online support group, but I didn't do that.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;26;Therapist;So, the online support wasn't a fit for you?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;27;Client;No.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;28;Therapist;You gave it a good try, but it wasn't a good fit.  You listened to your body – nightmares, nausea, those are serious.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;29;Client;And the agitation.  Being my age, going through menopause, and having a 15-year-old… I don't need extra stress.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;30;Therapist;So, you're looking for relief, not something that makes you feel worse.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;31;Client;Exactly.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;32;Therapist;Have there been times in the past when you quit smoking completely?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;33;Client;Only when I was in the hospital.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;34;Therapist;What's the longest you've gone without a cigarette, including being in the hospital?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;35;Client;Three days.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;36;Therapist;That's a long time. What did you notice during those three days?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;37;Client;Constant thoughts about smoking, like a chocoholic craving chocolate. The first thing I did when I could smoke was grab any cigarette, any brand.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;38;Therapist;So, the nicotine is the addiction?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;39;Client;Yes, and the psychological aspect too. I associate cigarettes with coffee, stress…;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;40;Therapist;It sounds like it's paired with many things.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;41;Client;Yes.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;42;Therapist;Cigarettes can feel like the perfect drug, fulfilling different needs at different times. The downside is the health impact.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;43;Client;Yes.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;44;Therapist;It can take years off your life.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;45;Client;My aunt used to say, 'Another nail in your coffin.';;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;46;Therapist;What do you think when she says that?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;47;Client;I used to be cocky and say, 'You were my role model, Aunt Kathy. I thought you were so glamorous like in the old movies.' That's what I associated with it then, but now I'm ostracized for it.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;48;Therapist;It's become harder to be a smoker. People make assumptions.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;49;Client;Yes, and you have to go far to smoke. If you have a short break, you might not even finish your cigarette.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;50;Therapist;So, it's become very inconvenient as well.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;51;Client;Yes.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;0;Therapist;Hi Carrie, thanks for coming in today.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;1;Client;Thank you.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;2;Therapist;What brings you in?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;3;Client;Well, I'm having an ongoing problem with smoking and trying to quit.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;4;Therapist;So, you'd like to give up cigarettes?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;5;Client;Oh, I've been wanting to for a long time, for years.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;6;Therapist;So, at this point in your life, why is it so important to quit?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;7;Client;Well, I have a 15-year-old daughter, and she's very much against it. And there are health issues. I'm not getting any younger, and I have asthma and chronic bronchitis, and emphysema. I have a hard time breathing when I exercise, and it's socially unacceptable.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;8;Therapist;It's like being a leper in a non-leper colony these days.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;9;Client;Exactly.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;10;Therapist;So, it's really important for you to be a good role model for your daughter, especially at this age when she might decide to smoke.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;11;Client;Right. She's been expressing her feelings. She'll walk in and it's embarrassing for her friends, and in turn, it's embarrassing for me.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;12;Therapist;So, you want to make her proud, and this would be an added benefit.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;13;Client;Right.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;14;Therapist;You mentioned several medical problems: asthma, chronic bronchitis, and emphysema. That must be scary.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;15;Client;Thank you.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;16;Therapist;When were you diagnosed with emphysema?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;17;Client;I'm not sure. I remember when my daughter was five, it was humid, and I have trouble breathing in humidity. I was trying to get air at the window, and my daughter was so frightened she called 911. She thought she was going to lose me.  That was ten years ago. I've tried Chantix, unsuccessfully.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;18;Therapist;Tell me about your experience with Chantix.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;19;Client;I don't know if it's my lack of willpower, but I had very bad side effects.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;20;Therapist;What kind of side effects?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;21;Client;Nightmares, nausea, stomach problems, and agitation.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;22;Therapist;Those are pronounced side effects.  I've heard that some people have success, but others experience significant adverse effects like you described.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;23;Client;Right, and it didn't stop me from smoking.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;24;Therapist;How long ago was that?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;25;Client;Two or three years ago. I tried it a couple of times. I'd get a refill, thinking I could try again. I had friends it worked for, and they suggested the online support group, but I didn't do that.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;26;Therapist;So, the online support wasn't a fit for you?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;27;Client;No.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;28;Therapist;You gave it a good try, but it wasn't a good fit.  You listened to your body – nightmares, nausea, those are serious.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;29;Client;And the agitation.  Being my age, going through menopause, and having a 15-year-old… I don't need extra stress.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;30;Therapist;So, you're looking for relief, not something that makes you feel worse.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;31;Client;Exactly.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;32;Therapist;Have there been times in the past when you quit smoking completely?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;33;Client;Only when I was in the hospital.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;34;Therapist;What's the longest you've gone without a cigarette, including being in the hospital?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;35;Client;Three days.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;36;Therapist;That's a long time. What did you notice during those three days?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;37;Client;Constant thoughts about smoking, like a chocoholic craving chocolate. The first thing I did when I could smoke was grab any cigarette, any brand.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;38;Therapist;So, the nicotine is the addiction?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;39;Client;Yes, and the psychological aspect too. I associate cigarettes with coffee, stress…;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;40;Therapist;It sounds like it's paired with many things.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;41;Client;Yes.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;42;Therapist;Cigarettes can feel like the perfect drug, fulfilling different needs at different times. The downside is the health impact.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;43;Client;Yes.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;44;Therapist;It can take years off your life.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;45;Client;My aunt used to say, 'Another nail in your coffin.';;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;46;Therapist;What do you think when she says that?;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;47;Client;I used to be cocky and say, 'You were my role model, Aunt Kathy. I thought you were so glamorous like in the old movies.' That's what I associated with it then, but now I'm ostracized for it.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;48;Therapist;It's become harder to be a smoker. People make assumptions.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;49;Client;Yes, and you have to go far to smoke. If you have a short break, you might not even finish your cigarette.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;50;Therapist;So, it's become very inconvenient as well.;;;;;;;;;;;;;;;;;;;;;;;;
28;high;smoking cessation;51;Client;Yes.;;;;;;;;;;;;;;;;;;;;;;;;
32;low;compliance with rules;0;Therapist;So, if I understand correctly, the report from Minnesota State, Mankato indicates you were stopped on Stadium Road last Friday, cited for driving under the influence, and then taken to detox.  And you're 20, soon to be 21. Does that sound right?;;;;;;;;;;;;;;;;;;;;;;;;
32;low;compliance with rules;1;Client;Yeah, I guess so.  It's kind of fuzzy. It was last week, and I was pretty drunk.;;;;;;;;;;;;;;;;;;;;;;;;
32;low;compliance with rules;2;Therapist;It sounds like a difficult night.  This kind of incident could lead to suspension from the university. How do you feel about that possibility?;;;;;;;;;;;;;;;;;;;;;;;;
32;low;compliance with rules;3;Client;Hmm. I mean, not great. But I'm turning 21 in a couple of months.  Once I'm legal, they can't give me a minor anymore. And it's not like I'm a big drinker, not like some of my friends. I just need to be more careful, you know? Not get caught.;;;;;;;;;;;;;;;;;;;;;;;;
32;low;compliance with rules;4;Therapist;It sounds like you're thinking about how to avoid getting caught in the future.  I'm curious, what was going through your mind when you decided to drive after having six beers?  That could have put you and others at serious risk.;;;;;;;;;;;;;;;;;;;;;;;;
32;low;compliance with rules;5;Client;Well, I didn't hurt anyone. I did call my roommate for a ride, but he was really tired. I needed to get home somehow.  Honestly, it feels like he's partly to blame. I give him rides all the time.;;;;;;;;;;;;;;;;;;;;;;;;
32;low;compliance with rules;6;Therapist;It sounds like you're feeling frustrated and maybe a little like you were put in a difficult position.  It's understandable to feel that way.  At the same time, it's important to consider the potential consequences of driving under the influence, not just for yourself, but for others too.;;;;;;;;;;;;;;;;;;;;;;;;
32;low;compliance with rules;7;Client;Yeah, I get that.  But like I said, I didn't hurt anyone.  So, are we done here? I have class in 15 minutes.;;;;;;;;;;;;;;;;;;;;;;;;
32;low;compliance with rules;8;Therapist;I understand you have to get to class.  Before you go, I want to make sure we're on the same page. The university has expectations for student behavior, and this incident doesn't align with those expectations.  We want to support you in being successful here, and that includes following the rules.  Do you see yourself being able to do that?;;;;;;;;;;;;;;;;;;;;;;;;
32;low;compliance with rules;9;Client;Look, I like it here. I get what you're saying, and I appreciate you talking to me. I'll think about what you've said.;;;;;;;;;;;;;;;;;;;;;;;;
32;low;compliance with rules;10;Therapist;Okay.  So, the next steps are that you'll be placed on university disciplinary probation. You'll also need to attend an alcohol education seminar, which has a $150 fee.  It's important to know that further violations could result in a more serious consequence, like suspension.;;;;;;;;;;;;;;;;;;;;;;;;
32;low;compliance with rules;11;Client;$150? Seriously?  That's a lot of money. I don't know if I can afford that.;;;;;;;;;;;;;;;;;;;;;;;;
32;low;compliance with rules;12;Therapist;That's understandable.  Let's talk more about that fee and explore some options. We can discuss payment plans or other resources that might be available to you.  It's important that you complete the seminar, so let's work together to figure out a way to make that happen.;;;;;;;;;;;;;;;;;;;;;;;;
33;high;smoking cessation;0;Therapist;Okay, David. So, you've had a rinse. How are you feeling?;;;;;;;;;;;;;;;;;;;;;;;;
