transcript_id;mi_quality;topic;utterance_id;interlocutor_new;utterance_text_deepseek;;;
40;high;reducing drug use;19;Therapist;You should feel proud. Three months is a huge accomplishment, and it sounds like you’re building a strong foundation for the future. What’s next for you as you keep moving forward?;;;
40;high;reducing drug use;20;Client;I want to keep focusing on my new friendships and maybe explore some new hobbies or activities to stay busy and positive.;;;
40;high;reducing drug use;21;Therapist;That sounds like a great plan. Exploring new hobbies can be a fun way to stay engaged and build a fulfilling life. Let me know if you’d like help brainstorming ideas or finding resources to support you.;;;
40;high;reducing drug use;22;Client;Thanks, I’ll keep that in mind.;;;
40;high;reducing drug use;23;Therapist;Of course. You’re doing amazing work, and I’m here to support you every step of the way. Let’s check in again soon to see how things are going. Sound good?;;;
40;high;reducing drug use;24;Client;Sounds good. Thanks!;;;
41;high;unidentifiable;0;Therapist;Thank you for coming in today. How are you feeling?;;;
41;high;unidentifiable;1;Client;I feel great, actually.;;;
41;high;unidentifiable;2;Therapist;That’s wonderful to hear. What’s contributing to that feeling?;;;
41;high;unidentifiable;3;Client;I’ve been reflecting a lot, and I feel like I’m in a good place right now.;;;
41;high;unidentifiable;4;Therapist;That’s great. I know you recently did your value clarification exercise. What were your top five values?;;;
41;high;unidentifiable;5;Client;Yes, it was a really eye-opening experience. My number one value was self-respect, which surprised me because I don’t think it’s ever been in my top five before.;;;
41;high;unidentifiable;6;Therapist;Really? That’s interesting. Do you have any idea why self-respect has become so important to you now?;;;
41;high;unidentifiable;7;Client;I think it’s because I’ve realized how much I’ve neglected myself over the years. I’ve always put others first, almost to the point where I didn’t even consider my own needs. It was a bit of a sad realization, but also empowering because I know it’s never too late to change.;;;
41;high;unidentifiable;8;Therapist;That’s such a powerful insight. How does it feel to prioritize yourself now?;;;
41;high;unidentifiable;9;Client;It feels liberating. I’ve always thought that putting others first made me a better person, but I’ve realized that neglecting myself only leads to stress, resentment, and burnout. When I respect myself, I’m actually better for others too.;;;
41;high;unidentifiable;10;Therapist;That’s such a healthy perspective. It sounds like you’ve been carrying a lot of concern about what others think. How has that influenced your actions in the past?;;;
41;high;unidentifiable;11;Client;Completely. I’ve always let what I thought others wanted dictate my actions, rather than listening to my own values. It’s been that way since I was a child, and I didn’t even realize it until recently.;;;
41;high;unidentifiable;12;Therapist;That’s a huge realization. How does it feel to finally see that pattern?;;;
41;high;unidentifiable;13;Client;It’s like a celebration. I used to dwell on my childhood and all the things I didn’t get, but now I see that I can give myself what I need. I can be my own parent, my own advocate. It’s the first time I’ve said that without feeling guilty.;;;
41;high;unidentifiable;14;Therapist;That’s incredible. It’s not selfish to prioritize yourself—it’s necessary. How does this shift make you feel overall?;;;
41;high;unidentifiable;15;Client;Jubilant, joyful, and hopeful. I feel like I matter, like I count. I’m excited to pursue what I want with more passion and less dread.;;;
41;high;unidentifiable;16;Therapist;That’s such a positive shift. What about your other top values? How do they connect to this new perspective?;;;
41;high;unidentifiable;17;Client;My second value is inner harmony. I’ve realized that I need to be at peace with myself before I can truly connect with others. When I’m unhappy, it spills over into my relationships.;;;
41;high;unidentifiable;18;Therapist;That makes so much sense. Inner harmony seems like the foundation for everything else. What about family happiness?;;;
41;high;unidentifiable;19;Client;Yes, that’s my third value. When I’m at peace with myself, it naturally contributes to my family’s happiness. But when I neglect myself, I end up resentful and quarrelsome.;;;
41;high;unidentifiable;20;Therapist;It sounds like self-respect and inner harmony are key to creating a positive environment for yourself and your family. What about your other values?;;;
41;high;unidentifiable;21;Client;Health and achievement are also in my top five. Achievement, for me, is about a sense of accomplishment. I want to feel like I’m making a meaningful impact, not just going through the motions.;;;
41;high;unidentifiable;22;Therapist;That’s such a fulfilling way to look at it. It’s not just about showing up—it’s about making a real difference. How does that tie into your work as a teacher and counselor?;;;
41;high;unidentifiable;23;Client;Exactly. I could just show up and do the bare minimum, but that wouldn’t fulfill me. I want to give something meaningful, even if it’s small.;;;
41;high;unidentifiable;24;Therapist;That’s such a beautiful perspective. It’s clear that these values are guiding you toward a healthier, more fulfilling life. Is there anything else that stood out to you during this exercise?;;;
41;high;unidentifiable;25;Client;Yes, I was surprised that creativity and freedom didn’t make my top five this time. I realized that self-respect and inner harmony actually give me the freedom and creativity I’ve been seeking. When I’m at peace, the ideas flow naturally.;;;
41;high;unidentifiable;26;Therapist;That’s such a profound connection. It sounds like this exercise has been transformative for you. How do you feel about where you are right now?;;;
41;high;unidentifiable;27;Client;I feel like I’m on the right path. It’s been a journey, but I’m finally starting to feel like myself again.;;;
41;high;unidentifiable;28;Therapist;That’s amazing to hear. Thank you so much for sharing your insights today. It’s been such a meaningful conversation.;;;
41;high;unidentifiable;29;Client;Thank you for listening. It’s been really helpful to talk through all of this.;;;
42;high;diet and weight loss management;0;Client;I don’t know, I’m just having a lot of trouble trying to lose the rest of the weight. No matter how much I exercise or run, nothing seems to be working.;;;
42;high;diet and weight loss management;1;Therapist;It sounds like you’ve hit a plateau, and despite all your efforts, the scale isn’t moving. That must feel really frustrating.;;;
42;high;diet and weight loss management;2;Client;Yes, exactly. I keep trying, but nothing’s happening. I don’t know what I’m doing wrong.;;;
42;high;diet and weight loss management;3;Therapist;It sounds like you’re putting in a lot of effort, but the results aren’t matching up. How does that make you feel?;;;
42;high;diet and weight loss management;4;Client;It’s discouraging. I’ll go to the gym, work hard, and then come home feeling like it’s all for nothing. And when I try to talk to my mom or dad about it, they don’t seem to care or support me.;;;
42;high;diet and weight loss management;5;Therapist;So, not only are you feeling stuck, but you also feel like you’re doing this all alone?;;;
42;high;diet and weight loss management;6;Client;Yes. It’s like no one understands or wants to help. My dad, especially, he doesn’t support me at all. In fact, he thinks I should be gaining weight back.;;;
42;high;diet and weight loss management;7;Therapist;That sounds really tough. Can you tell me more about what your dad says or how he reacts?;;;
42;high;diet and weight loss management;8;Client;He thinks that by losing weight, I’m trying to disconnect from our family or fit into some “perfect American” image. But that’s not it at all—I just want to be healthy and feel good about my body.;;;
42;high;diet and weight loss management;9;Therapist;It sounds like there’s a disconnect between what you’re trying to achieve and how your family, especially your dad, sees it. How does that affect you?;;;
42;high;diet and weight loss management;10;Client;It’s frustrating because I’m not doing this for anyone else—I’m doing it for me. But it feels like they don’t understand or respect that.;;;
42;high;diet and weight loss management;11;Therapist;That must feel really isolating. It’s hard when the people closest to you don’t seem to support your goals. What do you think is driving your dad’s perspective?;;;
42;high;diet and weight loss management;12;Client;I think it’s cultural. In our family, being bigger is seen as normal, and losing weight is almost like rejecting that. But for me, it’s not about rejecting my family—it’s about taking care of myself.;;;
42;high;diet and weight loss management;13;Therapist;That’s such an important distinction. It sounds like you’re trying to balance your personal health goals with your family’s cultural values. How do you feel about navigating that tension?;;;
42;high;diet and weight loss management;14;Client;It’s hard. I don’t want to feel like I’m turning my back on my family, but I also don’t want to give up on my health.;;;
42;high;diet and weight loss management;15;Therapist;It’s a tough spot to be in. What do you think would help you feel more supported in your journey?;;;
42;high;diet and weight loss management;16;Client;I think just having someone to talk to who understands would help. Maybe someone who’s been through something similar or who can help me stay motivated.;;;
42;high;diet and weight loss management;17;Therapist;That’s a great idea. Have you thought about finding a support group or connecting with others who share your goals?;;;
42;high;diet and weight loss management;18;Client;I haven’t, but that might help. It’s just hard to know where to start.;;;
42;high;diet and weight loss management;19;Therapist;I can help you explore some options if you’d like. In the meantime, how do you feel about the progress you’ve made so far, even if the scale isn’t moving right now?;;;
42;high;diet and weight loss management;20;Client;I guess I have made some progress. I feel stronger and more energetic, even if the weight isn’t coming off.;;;
42;high;diet and weight loss management;21;Therapist;That’s a huge win. Sometimes progress isn’t just about the number on the scale—it’s about how you feel and the habits you’re building. How can you celebrate those wins, even if your family isn’t recognizing them?;;;
42;high;diet and weight loss management;22;Client;I could try to focus more on how I feel and less on what the scale says. Maybe keeping a journal or tracking my energy levels could help me see the bigger picture.;;;
42;high;diet and weight loss management;23;Therapist;That’s a great idea. It’s all about shifting your focus to what’s within your control. How do you feel about setting a small, achievable goal for the next few weeks?;;;
42;high;diet and weight loss management;24;Client;I think that would help. Maybe I could focus on adding more variety to my workouts or trying a new healthy recipe each week.;;;
42;high;diet and weight loss management;25;Therapist;That sounds like a great plan. Small, consistent changes can make a big difference over time. And remember, you’re not alone in this—I’m here to support you, and we can work on finding other sources of support too.;;;
42;high;diet and weight loss management;26;Client;Thanks. That means a lot.;;;
42;high;diet and weight loss management;27;Therapist;You’re welcome. Let’s check in next time and see how things are going. Sound good?;;;
42;high;diet and weight loss management;28;Client;Sounds good.;;;
43;high;motivated towards adopting better life style;0;Therapist;Thank you for coming in today, Tanya. What’s one thing in your life you’d like to change, even if it feels a bit uncertain or challenging?;;;
43;high;motivated towards adopting better life style;1;Client;Well, I’ve been struggling with this big test I need to take. I keep putting it off because I get so anxious. I don’t trust myself to do well, and it’s been weighing on me for years.;;;
43;high;motivated towards adopting better life style;2;Therapist;It sounds like this test has become a huge source of anxiety for you. What makes it feel so overwhelming?;;;
43;high;motivated towards adopting better life style;3;Client;I just don’t believe in myself. I’m scared I’ll fail, and then I’ll have to face everyone’s questions or judgments. It’s easier to avoid it altogether.;;;
43;high;motivated towards adopting better life style;4;Therapist;So, the fear of failing and how others might react is holding you back. On a scale of 1 to 10, how confident are you that you can manage your anxiety and take this test?;;;
43;high;motivated towards adopting better life style;5;Client;Maybe a four or five. I’ve actually scheduled it this time, which is a step forward, but I’m still really nervous.;;;
43;high;motivated towards adopting better life style;6;Therapist;That’s progress! What’s different this time that made you decide to schedule it instead of avoiding it completely?;;;
43;high;motivated towards adopting better life style;7;Client;I’m just tired of thinking about it every day. If I don’t pass, I’ll have to wait three months to retake it, but at least I’ll know where I stand. I just want this weight off my shoulders.;;;
43;high;motivated towards adopting better life style;8;Therapist;It sounds like you’re focusing on the relief you’ll feel once it’s over, no matter the outcome. That’s a powerful motivator. Have there been times in the past when you faced something anxiety-provoking and it turned out well?;;;
43;high;motivated towards adopting better life style;9;Client;Yeah, a few years ago, I had to do a recording for work. I was so anxious and didn’t think I’d do well, but it ended up being one of my best performances. My supervisor was really impressed, and it felt good to prove myself wrong.;;;
43;high;motivated towards adopting better life style;10;Therapist;That’s amazing! It sounds like that experience not only boosted your confidence but also showed you that your anxiety doesn’t define your abilities. How do you think that experience relates to this test?;;;
43;high;motivated towards adopting better life style;11;Client;I guess it’s the same kind of anxiety, but if I can push through and do well, I’ll feel that same pride and relief. I just need to remind myself that I’ve done it before and I can do it again.;;;
43;high;motivated towards adopting better life style;12;Therapist;That’s a great mindset. What would help you move from a four or five to a seven or eight in confidence before the test?;;;
43;high;motivated towards adopting better life style;13;Client;Practicing more and focusing on positive self-talk. Instead of telling myself I’ll fail, I need to remind myself that I’ve succeeded before and I can do it again.;;;
43;high;motivated towards adopting better life style;14;Therapist;That’s a great plan. It sounds like you’re ready to take this step, even with the anxiety. You’ve already shown courage by scheduling the test and reflecting on your past successes. How do you feel about moving forward?;;;
43;high;motivated towards adopting better life style;15;Client;I feel a little more hopeful. I know it’s not going to be easy, but I’m ready to face it and see what happens.;;;
43;high;motivated towards adopting better life style;16;Therapist;That’s a great attitude, Tanya. Remember, progress is progress, no matter how small. I’m here to support you along the way. Thank you for sharing so openly today.;;;
43;high;motivated towards adopting better life style;17;Client;Thank you. I feel a bit better just talking about it.;;;
44;low;reducing alcohol consumption;0;Therapist;Hi, Andrea. Thanks for coming in today. I usually meet with students once or twice a semester to talk about life, goals, and behaviors. How are you doing?;;;
44;low;reducing alcohol consumption;1;Client;I’m good, thanks.;;;
44;low;reducing alcohol consumption;2;Therapist;Great. Let’s start by you telling me a little about yourself.;;;
44;low;reducing alcohol consumption;3;Client;Sure. My name’s Andrea. I’m in the marching band—I play the tenor sax. I’m also in jazz band and wind ensemble. I’m an IB student too.;;;
44;low;reducing alcohol consumption;4;Therapist;That’s impressive! How long have you been playing the sax?;;;
44;low;reducing alcohol consumption;5;Client;About four years, but I’ve been involved in music for about 10 years total. I started with the violin, then clarinet, and finally found my way to the sax.;;;
44;low;reducing alcohol consumption;6;Therapist;Wow, that’s a lot of experience. How do you like marching band?;;;
44;low;reducing alcohol consumption;7;Client;It’s fun but a lot of work. I love the group setting and working with my classmates. Competitions are really exciting.;;;
44;low;reducing alcohol consumption;8;Therapist;That sounds rewarding. Do you have friends in band, or do you hang out with others outside of band?;;;
44;low;reducing alcohol consumption;9;Client;I have two groups—friends from class and friends from band.;;;
44;low;reducing alcohol consumption;10;Therapist;Got it. Tell me a little about your family.;;;
44;low;reducing alcohol consumption;11;Client;I have an older brother who’s nine years older than me, my parents, and our golden retriever, Charlie. He’s eight.;;;
44;low;reducing alcohol consumption;12;Therapist;Sounds like a great family. What are your plans after high school?;;;
44;low;reducing alcohol consumption;13;Client;I want to go to college and become a doctor—maybe in psychology or psychiatry.;;;
44;low;reducing alcohol consumption;14;Therapist;That’s an amazing goal. Have you thought about specific schools or majors?;;;
44;low;reducing alcohol consumption;15;Client;Not too much yet. I’m thinking psychology, but I haven’t narrowed it down.;;;
44;low;reducing alcohol consumption;16;Therapist;That’s okay—you’ve got time. How are your grades?;;;
44;low;reducing alcohol consumption;17;Client;They’re pretty good—high three-point something.;;;
44;low;reducing alcohol consumption;18;Therapist;That’s great. What do you like to do for fun on weekends?;;;
44;low;reducing alcohol consumption;19;Client;Usually hang out with friends—movies or just chilling at someone’s house.;;;
44;low;reducing alcohol consumption;20;Therapist;When you’re hanging out, is there ever alcohol involved?;;;
44;low;reducing alcohol consumption;21;Client;Sometimes, yeah. I’ll be honest—it depends on how much schoolwork I have. If there’s less, it might be every other weekend or three weekends a month.;;;
44;low;reducing alcohol consumption;22;Therapist;How much do you usually drink when you do?;;;
44;low;reducing alcohol consumption;23;Client;Not enough to get blackout drunk—just a little tipsy. I’ve gotten blackout drunk once, but I didn’t like it, so I avoid that now.;;;
44;low;reducing alcohol consumption;24;Therapist;Got it. How much do your friends drink?;;;
44;low;reducing alcohol consumption;25;Client;About the same—one or two drinks, but sometimes more.;;;
44;low;reducing alcohol consumption;26;Therapist;Andrea, based on what you’ve shared, your drinking puts you in a high-risk group. Have you thought about the risks?;;;
44;low;reducing alcohol consumption;27;Client;Not really. I figured since we’re in a small group and usually sleep over, we avoid things like drinking and driving or unsafe situations.;;;
44;low;reducing alcohol consumption;28;Therapist;That’s good, but there are still risks like health problems, accidents, or even developing alcoholism. How do you feel about that?;;;
44;low;reducing alcohol consumption;29;Client;I haven’t thought much about it, but it’s a little concerning now that you mention it.;;;
44;low;reducing alcohol consumption;30;Therapist;I’m glad you’re open to discussing it. What would it take for you to cut back or stop drinking?;;;
44;low;reducing alcohol consumption;31;Client;I think I could stop. I don’t need it—it’s more about the social aspect. But it might be hard if my friends are still drinking.;;;
44;low;reducing alcohol consumption;32;Therapist;That’s a valid concern. How do you think your close friends would react if you decided not to drink?;;;
44;low;reducing alcohol consumption;33;Client;My close friends would probably be supportive, but the ones I’m not as close with might judge me.;;;
44;low;reducing alcohol consumption;34;Therapist;It sounds like your close friends are the ones who matter most. How about focusing on spending more time with them and less with the others?;;;
44;low;reducing alcohol consumption;35;Client;That makes sense. I could try that.;;;
44;low;reducing alcohol consumption;36;Therapist;Great. Let’s set a goal for you to stop drinking, starting this weekend. How does that sound?;;;
44;low;reducing alcohol consumption;37;Client;I think I can do it, especially if I focus on band and my close friends.;;;
44;low;reducing alcohol consumption;38;Therapist;That’s a great plan. What will you say if someone asks why you’re not drinking?;;;
44;low;reducing alcohol consumption;39;Client;I could say I’m focusing on school and my health, and I don’t want to risk my future.;;;
44;low;reducing alcohol consumption;40;Therapist;Perfect. You could even encourage them to cut back too. How do you feel about this plan?;;;
44;low;reducing alcohol consumption;41;Client;I feel good about it. It’s a step in the right direction.;;;
44;low;reducing alcohol consumption;42;Therapist;I’m proud of you for taking this seriously. Let’s check in again in a couple of weeks to see how it’s going.;;;
44;low;reducing alcohol consumption;43;Client;Sounds good. Thanks for your help.;;;
44;low;reducing alcohol consumption;44;Therapist;You’re welcome, Andrea. I’m here to support you. Take care!;;;
45;high;compliance with rules;0;Therapist;Hi, Mary. How was your day?;;;
45;high;compliance with rules;1;Client;Fine. Where do you want me to sign?;;;
45;high;compliance with rules;2;Therapist;Right here, please. It seems like you’re not in the mood to talk today.;;;
45;high;compliance with rules;3;Client;Not really.;;;
45;high;compliance with rules;4;Therapist;That’s okay. I noticed you missed your first-hour class today. Is everything okay?;;;
45;high;compliance with rules;5;Client;Yeah, whatever. It’s just the same thing every day. I don’t see the point.;;;
45;high;compliance with rules;6;Therapist;It sounds like you’re feeling frustrated. Can I explain again why I’m here and what this program is about?;;;
45;high;compliance with rules;7;Client;I guess.;;;
45;high;compliance with rules;8;Therapist;My role is to check in daily, make sure you’re here, and ensure your GPS is charged. I also want to get to know you better and support you.;;;
45;high;compliance with rules;9;Client;So you just want to know my business?;;;
45;high;compliance with rules;10;Therapist;I can see how it might feel that way. My goal is to help you succeed and get off this program as quickly as possible.;;;
45;high;compliance with rules;11;Client;I’ll be here if I have to, but I can’t promise I won’t leave.;;;
45;high;compliance with rules;12;Therapist;It sounds like you’re still unsure about sticking to the program. What’s making it hard for you?;;;
45;high;compliance with rules;13;Client;It’s just a lot. All these rules and people checking on me. I don’t get why you care.;;;
45;high;compliance with rules;14;Therapist;I understand it feels overwhelming. You’ve got the courts, your mom, and me all involved. It’s a lot to handle.;;;
45;high;compliance with rules;15;Client;Yeah, it’s too much.;;;
45;high;compliance with rules;16;Therapist;I hear you. Some clients have told me they didn’t realize how much they valued their freedom until it was gone. Is that how you feel?;;;
45;high;compliance with rules;17;Client;Yeah, I just want my freedom back.;;;
45;high;compliance with rules;18;Therapist;What do you think would help you get your freedom back?;;;
45;high;compliance with rules;19;Client;Signing your papers, I guess. And not doing anything to end up back in this situation.;;;
45;high;compliance with rules;20;Therapist;That’s a good start. Signing the papers, even though it’s annoying, is a step toward your goal. What else could help?;;;
45;high;compliance with rules;21;Client;Not doing anything stupid so I don’t have to deal with this again.;;;
45;high;compliance with rules;22;Therapist;That’s a great mindset. Avoiding those choices will help you stay free. I appreciate you signing the paperwork, even when it’s frustrating.;;;
45;high;compliance with rules;23;Client;Mm-hmm.;;;
45;high;compliance with rules;24;Therapist;Before I go, is there anything else you’d like to share or ask?;;;
45;high;compliance with rules;25;Client;Not really.;;;
45;high;compliance with rules;26;Therapist;Okay. I’ll be back later today. Take care, Mary.;;;
45;high;compliance with rules;27;Client;Bye.;;;
46;high;reducing alcohol consumption;0;Therapist;Jacob, your physical exam looks great. Do you have any questions for me?;;;
46;high;reducing alcohol consumption;1;Client;No.;;;
46;high;reducing alcohol consumption;2;Therapist;Okay. I see you filled out the alcohol and drug questionnaire. Can we go through it together?;;;
46;high;reducing alcohol consumption;3;Client;Sure.;;;
46;high;reducing alcohol consumption;4;Therapist;Just so you know, everything we discuss is confidential. I’ll only share with your parents if you give permission or if there’s a safety concern. Does that make sense?;;;
46;high;reducing alcohol consumption;5;Client;Yeah.;;;
46;high;reducing alcohol consumption;6;Therapist;Great. I see you marked that you sometimes use alcohol to relax, feel better, or fit in. Can you tell me more about that?;;;
46;high;reducing alcohol consumption;7;Client;It’s not a big deal. Sometimes I drink with friends—beers or rum and cokes at parties.;;;
46;high;reducing alcohol consumption;8;Therapist;How much do you usually drink at a time?;;;
46;high;reducing alcohol consumption;9;Client;Maybe three or four drinks. I don’t really keep track.;;;
46;high;reducing alcohol consumption;10;Therapist;And how often does this happen?;;;
46;high;reducing alcohol consumption;11;Client;About once or twice a month.;;;
46;high;reducing alcohol consumption;12;Therapist;How long have you been drinking like this?;;;
46;high;reducing alcohol consumption;13;Client;Since last October, so about six months.;;;
46;high;reducing alcohol consumption;14;Therapist;What do you like about drinking?;;;
46;high;reducing alcohol consumption;15;Client;It’s fun hanging out with friends, especially at parties. I like the taste too.;;;
46;high;reducing alcohol consumption;16;Therapist;So it helps you relax and have fun. Are there any parts of drinking you don’t like?;;;
46;high;reducing alcohol consumption;17;Client;I hate the hangovers—feeling sick and throwing up the next morning.;;;
46;high;reducing alcohol consumption;18;Therapist;Have you ever had a blackout, where you couldn’t remember what happened?;;;
46;high;reducing alcohol consumption;19;Client;No, but I know someone who has.;;;
46;high;reducing alcohol consumption;20;Therapist;Have you had any problems because of drinking, like at school or home?;;;
46;high;reducing alcohol consumption;21;Client;I missed first period once because of a hangover. My mom got mad and grounded me for two weeks.;;;
46;high;reducing alcohol consumption;22;Therapist;That sounds tough. Have you told your mom about your drinking?;;;
46;high;reducing alcohol consumption;23;Client;No, but she figured it out when I couldn’t get out of bed that morning.;;;
46;high;reducing alcohol consumption;24;Therapist;So drinking has caused some issues, like missing school and getting in trouble at home.;;;
46;high;reducing alcohol consumption;25;Client;Yeah, but it’s only happened once.;;;
46;high;reducing alcohol consumption;26;Therapist;I see you marked that you haven’t ridden with someone who was drinking or driven after drinking. That’s great. I hope you keep avoiding those situations.;;;
46;high;reducing alcohol consumption;27;Client;Yeah, I will.;;;
46;high;reducing alcohol consumption;28;Therapist;As your doctor, I’m concerned about your drinking. Teens’ brains are still developing, and alcohol can harm that. I recommend not drinking at all.;;;
46;high;reducing alcohol consumption;29;Client;Okay.;;;
46;high;reducing alcohol consumption;30;Therapist;On a scale of 0 to 10, how ready are you to stop drinking? 0 means not ready at all, and 10 means very ready.;;;
46;high;reducing alcohol consumption;31;Client;Probably a five.;;;
46;high;reducing alcohol consumption;32;Therapist;Why didn’t you pick a lower number, like a two or three?;;;
46;high;reducing alcohol consumption;33;Client;I’m tired of getting in trouble.;;;
46;high;reducing alcohol consumption;34;Therapist;What could you do to avoid trouble?;;;
46;high;reducing alcohol consumption;35;Client;Not drink.;;;
46;high;reducing alcohol consumption;36;Therapist;Have you ever tried stopping?;;;
46;high;reducing alcohol consumption;37;Client;Not really.;;;
46;high;reducing alcohol consumption;38;Therapist;Some people your age try stopping for a while to see how it feels. Could you try that?;;;
46;high;reducing alcohol consumption;39;Client;Yeah, I could.;;;
46;high;reducing alcohol consumption;40;Therapist;How long do you think you could go without drinking?;;;
46;high;reducing alcohol consumption;41;Client;Maybe two months.;;;
46;high;reducing alcohol consumption;42;Therapist;What would make it easier for you to stop drinking?;;;
46;high;reducing alcohol consumption;43;Client;I could drink something else, like coke, when my friends are drinking. Or hang out with friends who don’t drink.;;;
46;high;reducing alcohol consumption;44;Therapist;That’s a great plan. Do you have anyone who could support you in this?;;;
46;high;reducing alcohol consumption;45;Client;My friends who don’t drink would probably be happy and supportive.;;;
46;high;reducing alcohol consumption;46;Therapist;You’ve come up with good reasons to stop—like avoiding hangovers and trouble—and solid strategies, like spending time with non-drinking friends. I’m proud of you for considering this. How about we schedule a follow-up in two months to see how it’s going?;;;
46;high;reducing alcohol consumption;47;Client;Okay.;;;
46;high;reducing alcohol consumption;48;Therapist;Great. I’ll see you then. Take care, Jacob.;;;
49;high;reducing gambling;0;therapist;All right, Catherine, welcome back. I'll be interested to hear what you've been thinking about over the week since our last session. What’s been on your mind?;;;
49;high;reducing gambling;1;client;Mm, I’ve been thinking a lot about why I’m here and what I want to achieve. I feel a bit clearer about it now.;;;
49;high;reducing gambling;2;therapist;That’s great to hear. What’s shifted for you since last time?;;;
49;high;reducing gambling;3;client;I’ve realized how much my gambling is affecting my life, especially financially. It’s been a wake-up call.;;;
49;high;reducing gambling;4;therapist;That sounds like an important realization. How does it feel to acknowledge that?;;;
49;high;reducing gambling;5;client;It’s tough, but I know I need to do something about it. I can’t keep going like this.;;;
49;high;reducing gambling;6;therapist;It sounds like you’re ready to make some changes. What’s one small step you think you could take to start addressing this?;;;
49;high;reducing gambling;7;client;I think I need to set a budget and stick to it. Maybe even cut up my credit cards.;;;
49;high;reducing gambling;8;therapist;That’s a concrete step. What do you think might get in the way of doing that?;;;
49;high;reducing gambling;9;client;Probably my friends. We always go out, and it’s hard to say no when they’re all gambling.;;;
49;high;reducing gambling;10;therapist;That’s a real challenge. How do you think you could handle those situations differently?;;;
49;high;reducing gambling;11;client;I guess I’d have to be honest with them and explain why I’m cutting back. It won’t be easy, though.;;;
49;high;reducing gambling;12;therapist;It’s definitely not easy, but it sounds like you’re committed to making a change. How can I support you in this?;;;
49;high;reducing gambling;13;client;Maybe we could talk about strategies for saying no or finding other ways to spend time with them.;;;
49;high;reducing gambling;14;therapist;That’s a great idea. Let’s explore some strategies together. How does that sound?;;;
49;high;reducing gambling;15;client;Yeah, that would help. I feel like I’m ready to take this seriously.;;;
49;high;reducing gambling;16;therapist;That’s fantastic to hear. Let’s work on a plan to help you move forward.;;;
50;high;motivated towards adopting better life style;0;client;So, uh, I guess the issue is that, um, you know, my doctor seems to think that my-my blood pressure's a little high, but I really don't think that there's a problem. And you know, I eat really well. Um. And, you know, she suggested that, um, I watch my caffeine but really, caffeine is not a problem for me.;;;
50;high;motivated towards adopting better life style;1;therapist;Okay. Um, but we were talking a little bit earlier-- earlier in our conversation, you had said that you did feel like it was maybe causing some of your agitation. So it's a little bit of, I'm not sure of what-- Um, so where are we? Did-did you-- do you feel like you do have some agitation out of coffee, or is it just no problem at all?;;;
50;high;motivated towards adopting better life style;2;client;Well, you know, sometimes it makes me a little jittery and, you know, I have to go to the bathroom more frequently than some of my co-workers, but-- And-and working, um, in the hospital, they don't really look so highly on-on going the bathroom frequently. But you know, it-it keeps me awake, it keeps me aware, it-it makes me more able to like, you know, do my job better. And so I really don't see that it's a-it's a real issue.;;;
50;high;motivated towards adopting better life style;3;therapist;Yeah.;;;
50;high;motivated towards adopting better life style;4;client;Um, you know, and-and-- I mean, maybe my blood pressure is a little high, but—;;;
50;high;motivated towards adopting better life style;5;therapist;Yeah. So let me see if I had this. So y- so you got some positives, the-the awareness, and then you feel kinda on your game?;;;
50;high;motivated towards adopting better life style;6;client;Mm-hmm.;;;
50;high;motivated towards adopting better life style;7;therapist;Um, and then there's some negatives with, um, you know, your-your co-workers, um, that they don't, you know-- then your boss may not want you, you know, checking out-;;;
50;high;motivated towards adopting better life style;8;client;Right.;;;
50;high;motivated towards adopting better life style;9;therapist;-on the hospital floor, you know, for frequently.;;;
50;high;motivated towards adopting better life style;10;client;Gotta stay on, yeah.;;;
50;high;motivated towards adopting better life style;11;therapist;Yeah, yeah, and then the blood pressure thing. Does that sound about right?;;;
50;high;motivated towards adopting better life style;12;client;Yeah, yeah. Well, you know, and sometimes, like I said, it does kind of make me a little jittery and, um, I don't know. I-I-I'm not- I'm not as happy and relaxed as I normally am. But you know, I-I really like it, and-and like I said, it makes me more aware of what's going on and-and I'm-- I-I feel like I'm much more observant.;;;
50;high;motivated towards adopting better life style;13;therapist;Yeah. How about frequency? Do you feel like you're good on how much coffee you're drinking?;;;
50;high;motivated towards adopting better life style;14;client;Yeah. I have about four cups a day.;;;
50;high;motivated towards adopting better life style;15;therapist;Okay. Okay. And that feels about right to you?;;;
50;high;motivated towards adopting better life style;16;client;Yeah. I mean, I've-- I mean, it's the co-workers that-that work at night. Gosh, they bring in a carafe.;;;
50;high;motivated towards adopting better life style;17;therapist;Mm-hmm.;;;
50;high;motivated towards adopting better life style;18;client;And, uh, I-I can only imagine-;;;
50;high;motivated towards adopting better life style;19;therapist;Yeah.;;;
50;high;motivated towards adopting better life style;20;client;What-What their bodies are like.;;;
50;high;motivated towards adopting better life style;21;therapist;Yeah, yeah. What would happen if you-- if you looked at, maybe reducing that with that habit? Would that get rid of maybe some of the things that are problematic?;;;
50;high;motivated towards adopting better life style;22;client;Reducing it, like-- what do you mean?;;;
50;high;motivated towards adopting better life style;23;therapist;The number. Just the number.;;;
50;high;motivated towards adopting better life style;24;client;Yeah, yeah but, I mean, how-how much are we talking?;;;
50;high;motivated towards adopting better life style;25;therapist;I don't-- you tell me. I mean, um, you're-you're drinking four a day.;;;
50;high;motivated towards adopting better life style;26;client;Mm-hmm.;;;
